,device_hw_proc,device_hw_ram,device_hw_display,device_hw_video,device_os_name,device_os_version
84023,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,8GB,1920x1080,Intel(R) HD Graphics 620,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
519356,Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,16GB,1920x1080,NVIDIA Quadro K620,Microsoft Windows 10 Pro,10.0.14393  Build 14393
26485,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,4GB,1600x900,AMD Radeon HD 7000 series,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
452272,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Xeon(R) CPU E3-1225 v5 @ 3.30GHz,16GB 1073741824,"1280x1024 96,96 32","Intel(R) HD Graphics P530, PCI\VEN_8086&DEV_191D&SUBSYS_30C017AA&REV_06\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.10586  Build 10586
513310,Intel(R) Core(TM)2 Duo CPU     E6850  @ 3.00GHz,4GB,1280x1024,Intel(R) G33/G31 Express Chipset Family (Microsoft Corporation - WDDM 1.0),Microsoft Windows 10 Pro,10.0.14393  Build 14393
195586,Intel64 Family 6 Model 78 Stepping 3 Intel(R) Core(TM) i5-6198DU CPU @ 2.30GHz,12GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics 510, PCI\VEN_8086&DEV_1906&SUBSYS_10EE1043&REV_07\3&11583659&0&10",Microsoft Windows 10 Home,10.0.16299  Build 16299
232737,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz,16GB 2147483648,"1920x1200 96,96 32, 1920x1200 96,96 32","NVIDIA GeForce GT 640, PCI\VEN_10DE&DEV_0FC1&SUBSYS_83F31043&REV_A1\4&BAB4994&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600
583185,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4790K CPU @ 4.00GHz,32GB 4293918720,"1920x1080 96,96 32, 1920x1080 96,96 32","NVIDIA GeForce GTX 980, PCI\VEN_10DE&DEV_13C0&SUBSYS_850A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.14393  Build 14393
248038,Intel(R) Core(TM) i5-2450M CPU @ 2.50GHz,6GB,1366x768,Mobile Intel(R) HD Graphics,Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
283362,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i3-7100T CPU @ 3.40GHz,4GB 1073741824,"1920x1080 96,96 32","Intel(R) HD Graphics 630, PCI\VEN_8086&DEV_5912&SUBSYS_36CC17AA&REV_04\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.10240  Build 10240
642045,Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz,8GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 企业版,10.0.15063  Build 15063
466151,Intel64 Family 6 Model 69 Stepping 1 Intel(R) Core(TM) i3-4010U CPU @ 1.70GHz,6GB 2214592512,"1366x768 96,96 32","Intel(R) HD Graphics Family, PCI\VEN_8086&DEV_0A16&SUBSYS_05EA1028&REV_09\3&11583659&0&10",Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
78880,Intel(R) Core(TM) i5-7600K CPU @ 3.80GHz,8GB,1920x1080,NVIDIA GeForce GTX 1070,Microsoft Windows 10 Pro,10.0.15063  Build 15063
267007,Intel(R) Core(TM) i5-3570 CPU @ 3.40GHz,8GB,1920x1080,NVIDIA GeForce GTX 970,Microsoft Windows 10 Pro,10.0.15063  Build 15063
526580,x64 Family 6 Model 23 Stepping 10 Pentium(R) Dual-Core  CPU      E5700  @ 3.00GHz,2GB 13463108385828864,"1024x768 96,96 32","Intel(R) G41 Express Chipset (Microsoft Corporation - WDDM 1.1), PCI\VEN_8086&DEV_2E32&SUBSYS_836D1043&REV_03\3&11583659&0&10",Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
666625,Intel(R) Core(TM) i7-6500U CPU @ 2.50GHz,8GB,3840x2160,Intel(R) HD Graphics 520,Microsoft Windows 10 Home,10.0.10586  Build 10586
94869,Intel64 Family 6 Model 142 Stepping 9 Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,4GB 1073741824,"1920x1080 120,120 32","Intel(R) HD Graphics 620, PCI\VEN_8086&DEV_5916&SUBSYS_211217AA&REV_02\3&11583659&1&10",Microsoft Windows 10 家庭中文版,10.0.15063  Build 15063
76843,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,8GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 Enterprise,10.0.10586  Build 10586
88414,Intel(R) Core(TM) i3 CPU       M 390  @ 2.67GHz,4GB,1280x800,Intel(R) HD Graphics,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
235672,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,8GB 2147483648,"1920x1080 96,96 32","NVIDIA Quadro P600, PCI\VEN_10DE&DEV_1CB2&SUBSYS_11BD10DE&REV_A1\4&38AB2860&0&0008",Microsoft Windows 10 專業版,10.0.15063  Build 15063
110762,Intel(R) Core(TM) i5-6600 CPU @ 3.30GHz,16GB,1280x1024,NVIDIA GeForce GTX 960,Microsoft Windows 7 Максимальная ,6.1.7601 Service Pack 1 Build 7601
731662,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,4GB,1366x768,Intel(R) HD Graphics 5500,Microsoft Windows 10 Enterprise,10.0.10586  Build 10586
72821,Intel(R) Core(TM) i7-4790K CPU @ 4.00GHz,8GB,1366x768,NVIDIA GeForce GTX 750 Ti,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
133504,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,8GB 2214592512,"1600x900 96,96 32","Intel(R) HD Graphics 4600, PCI\VEN_8086&DEV_0412&SUBSYS_D0001458&REV_06\3&11583659&0&10",Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
702865,Intel(R) Core(TM) i3-3220 CPU @ 3.30GHz,4GB,1920x1080,Intel(R) HD Graphics,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
277734,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i3-3240 CPU @ 3.40GHz,4GB 1073741824,"1920x1200 96,96 32","NVIDIA GeForce GTX 650, PCI\VEN_10DE&DEV_0FC6&SUBSYS_00000000&REV_A1\4&15001D53&0&0008",Microsoft Windows 10 Pro,10.0.15063  Build 15063
447572,AMD64 Family 21 Model 19 Stepping 1 AMD Athlon(tm) X4 750 Quad Core Processor      ,8GB 2147483648,"1920x1080 96,96 32","NVIDIA GeForce GT 730  , PCI\VEN_10DE&DEV_1287&SUBSYS_36E51458&REV_A1\4&2997DCDD&0&0010",Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
414751,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,8GB 2147483648,"1920x1080 96,96 32","AMD Radeon(TM) R5 340X, PCI\VEN_1002&DEV_6610&SUBSYS_00831028&REV_83\4&214D7871&0&0008",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
258610,Intel64 Family 6 Model 142 Stepping 9 Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,8GB 1073741824,"1920x1080 120,120 32","Intel(R) HD Graphics 620, PCI\VEN_8086&DEV_5916&SUBSYS_078B1028&REV_02\3&11583659&0&10",Microsoft Windows 10 Pro N,10.0.16299  Build 16299
11423,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Xeon(R) CPU E31270 @ 3.40GHz,8GB 1073741824,"1440x900 96,96 32","NVIDIA Quadro 600 , PCI\VEN_10DE&DEV_0DF8&SUBSYS_0835103C&REV_A1\4&53855A5&0&0008",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
254524,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz,8GB 2147483648,"1600x900 96,96 32","NVIDIA GeForce GT 650M  , PCI\VEN_10DE&DEV_0FD1&SUBSYS_21031043&REV_A1\4&1B0D6375&0&0008",Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
590326,AMD64 Family 21 Model 48 Stepping 1 AMD Athlon(tm) X4 860K Quad Core Processor     ,8GB 2147483648,"1600x900 96,96 32","NVIDIA GeForce GTX 750 Ti, PCI\VEN_10DE&DEV_1380&SUBSYS_00007377&REV_A2\4&16F08CE9&0&0011",Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
566001,Intel64 Family 6 Model 15 Stepping 7 Intel(R) Xeon(R) CPU           X5365  @ 3.00GHz,8GB 268435456,"1920x1200 96,96 32","NVIDIA GeForce 7300 GT (Microsoft Corporation - WDDM), PCI\VEN_10DE&DEV_0393&SUBSYS_00000000&REV_A1\4&26ED0E75&0&0020",Microsoft Windows 7 Home Premium ,6.1.7601 Service Pack 1 Build 7601
790798,Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,8GB,1920x1080,Intel(R) HD Graphics 620,Microsoft Windows 10 Home,10.0.10586  Build 10586
304003,Intel64 Family 6 Model 45 Stepping 7 Intel(R) Xeon(R) CPU E5-1603 0 @ 2.80GHz,32GB 3221225472,"1680x1050 96,96 32, 1280x1024 96,96 32","NVIDIA Quadro K4000, PCI\VEN_10DE&DEV_11FA&SUBSYS_097C10DE&REV_A1\4&A0D2473&0&0010, \\.\DISPLAY1",Microsoft Windows 7 Professionnel ,6.1.7601 Service Pack 1 Build 7601
566623,Intel64 Family 6 Model 142 Stepping 9 Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,16GB 1073741824,"1920x1080 144,144 32","Intel(R) HD Graphics 620, PCI\VEN_8086&DEV_5916&SUBSYS_822E103C&REV_02\3&11583659&2&10",Microsoft Windows 10 Pro,10.0.14393  Build 14393
731028,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i3-4150 CPU @ 3.50GHz,4GB 2173589504,"1366x768 96,96 32","Intel(R) HD Graphics 4400, PCI\VEN_8086&DEV_041E&SUBSYS_309717AA&REV_06\3&11583659&0&10",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600
405356,x64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i5-3210M CPU @ 2.50GHz,2GB,,,Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
157179,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB,1280x1024,NVIDIA GeForce GT 730,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
792748,x64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,3GB 14303291215183872,"1920x1080 96,96 32","NVIDIA GeForce GTX 745, PCI\VEN_10DE&DEV_1382&SUBSYS_193210CF&REV_A2\4&DAA7A0D&0&0008",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
86957,"AMD64 Family 21 Model 101 Stepping 1 AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",7GB 536870912,"1366x768 96,96 32","AMD Radeon(TM) R5 Graphics, PCI\VEN_1002&DEV_9874&SUBSYS_81FA103C&REV_CA\3&2411E6FE&0&08",Microsoft Windows 10 Home Single Language,10.0.14393  Build 14393
602102,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz,8GB 600471384,"1920x1080 96,96 32","Mirage Driver, ROOT\DISPLAY\0000",Microsoft Windows 7 Professional K ,6.1.7601 Service Pack 1 Build 7601
660328,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4810MQ CPU @ 2.80GHz,16GB 1073741824,"1920x1080 96,96 32","Intel(R) HD Graphics 4600, PCI\VEN_8086&DEV_0416&SUBSYS_05CD1028&REV_06\3&11583659&0&10",Microsoft Windows 10 Enterprise,10.0.15063  Build 15063
38980,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i5-4440 CPU @ 3.10GHz,8GB 2147483648,"1366x768 96,96 32","AMD Radeon HD 5450, PCI\VEN_1002&DEV_68F9&SUBSYS_E199174B&REV_00\4&3834D97&0&0008",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600
612374,Intel(R) Core(TM) i5-2410M CPU @ 2.30GHz,3GB,1366x768,Intel(R) HD Graphics Family,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
528777,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,2GB,1366x768,Intel(R) HD Graphics,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
347321,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,32GB 0,"1024x768 96,96 32, 1024x768 96,96 32","Trigger 6 External Graphics, USB\VID_0711&PID_5620\9&327559D3&0&8000, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.15063  Build 15063
314977,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz,8GB 2147483648,"1600x900 96,96 32","NVIDIA GeForce GT 630, PCI\VEN_10DE&DEV_0FC2&SUBSYS_0936103C&REV_A1\4&5232420&0&0008",Microsoft Windows 10 Enterprise,10.0.14393  Build 14393
319000,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i5-4460  CPU @ 3.20GHz,8GB 2147483648,"1366x768 96,96 32","NVIDIA GeForce GT 730, PCI\VEN_10DE&DEV_0F02&SUBSYS_858E1043&REV_A1\4&63638AD&0&0008",Microsoft Windows 10 Pro,10.0.15063  Build 15063
573383,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,8GB,1280x1024,Intel(R) HD Graphics 530,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
349886,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,8GB,1366x768,Intel(R) HD Graphics 520,Microsoft Windows 10 Home Single Language,10.0.15063  Build 15063
89947,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,3GB,1366x768,Intel(R) HD Graphics 520,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
423899,Intel(R) Pentium(R) CPU 2020M @ 2.40GHz,4GB,1366x768,Intel(R) HD Graphics,Майкрософт Windows 10 Домашняя для одного языка,10.0.14393  Build 14393
27372,Intel(R) Xeon(R) CPU E3-1231 v3 @ 3.40GHz,16GB,1920x1080,NVIDIA GeForce GTX 750 Ti,Microsoft Windows 10 Pro,10.0.15063  Build 15063
194807,Intel(R) Core(TM) i3-4005U CPU @ 1.70GHz,4GB,1366x768,Intel(R) HD Graphics Family,Майкрософт Windows 8.1 для одного языка,6.3.9600  Build 9600
357050,Intel(R) Core(TM) i3-5005U CPU @ 2.00GHz,16GB,1920x1080,Intel(R) HD Graphics 5500,Microsoft Windows 10 Home Single Language,10.0.15063  Build 15063
706237,Intel(R) Core(TM) i7-6700T CPU @ 2.80GHz,16GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 Home,10.0.10586  Build 10586
742652,Intel(R) Celeron(R) CPU  N3060  @ 1.60GHz,4GB,1366x768,Intel(R) HD Graphics,Microsoft Windows 10 Home,10.0.14393  Build 14393
437972,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB,1920x1080,NVIDIA GeForce GT 720,Microsoft Windows 8.1 Pro,6.3.9600  Build 9600
684013,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,3GB,1920x1080,NVIDIA GeForce GT 635 ,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
518683,Intel(R) Core(TM) i5-4670K CPU @ 3.40GHz,8GB,1680x1050,NVIDIA GeForce GTX 650 Ti BOOST,Microsoft Windows 10 家用版,10.0.15063  Build 15063
177723,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz,8GB 1073741824,"1920x1080 96,96 32, 1920x1080 96,96 32","NVIDIA GeForce GT 440, PCI\VEN_10DE&DEV_0DE0&SUBSYS_83B71043&REV_A1\4&2D68EC9A&0&0008, \\.\DISPLAY1",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
265236,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Core(TM) i5-2390T CPU @ 2.70GHz,8GB 744452920,"1920x1080 Touch 96,96 32","PCI GDIHOOK5, ROOT\DISPLAY\0000",Microsoft Windows 7 Home Premium ,6.1.7601 Service Pack 1 Build 7601
618470,Intel64 Family 6 Model 69 Stepping 1 Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,8GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics Family, PCI\VEN_8086&DEV_0A16&SUBSYS_2280103C&REV_0B\3&11583659&1&10",Microsoft Windows 10 Home Single Language,10.0.15063  Build 15063
70854,Intel64 Family 6 Model 55 Stepping 8 Intel(R) Pentium(R) CPU  N3540  @ 2.16GHz,4GB 2150801408,"1920x1080 120,120 32","Intel(R) HD Graphics, PCI\VEN_8086&DEV_0F31&SUBSYS_02111854&REV_0E\3&11583659&1&10",Microsoft Windows 8.1 K,6.3.9600  Build 9600
346446,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,8GB,1920x1080,NVIDIA GeForce GT 720 ,Microsoft Windows 7 Enterprise K ,6.1.7601 Service Pack 1 Build 7601
226703,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i5-4200H CPU @ 2.80GHz,8GB 1073741824,"1920x1080 120,120 32","Intel(R) HD Graphics 4600, PCI\VEN_8086&DEV_0416&SUBSYS_1A8D1043&REV_06\3&11583659&0&10",Microsoft Windows 10 家庭中文版,10.0.15063  Build 15063
366598,AMD A6-5400K APU with Radeon(tm) HD Graphics   ,8GB,1920x1080,AMD Radeon R7 200 Series,Microsoft Windows 10 Pro,10.0.15063  Build 15063
40841,Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz,8GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 专业版,10.0.14393  Build 14393
449503,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,8GB,1920x1080,NVIDIA GeForce GT 730,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
502616,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz,8GB 1073741824,"1366x768 96,96 32","NVIDIA GeForce GT 630, PCI\VEN_10DE&DEV_1284&SUBSYS_848D1043&REV_A1\4&465B5C5&0&0008",Microsoft Windows 10 Pro,10.0.15063  Build 15063
435940,Intel64 Family 6 Model 23 Stepping 10 Intel(R) Core(TM)2 Duo CPU     T6600  @ 2.20GHz,4GB 1895280640,"1280x800 96,96 32","Mobile Intel(R) 45 Express Chipset Family (Microsoft Corporation - WDDM 1.1), PCI\VEN_8086&DEV_2A42&SUBSYS_30F7103C&REV_07\3&21436425&0&10",Microsoft Windows 7 Home Premium ,6.1.7601 Service Pack 1 Build 7601
477625,Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz,32GB,1920x1200,NVIDIA Quadro K4200,Microsoft Windows 7 Enterprise ,6.1.7601 Service Pack 1 Build 7601
87582,x64 Family 18 Model 1 Stepping 0 AMD Athlon(tm) II X4 641 Quad-Core Processor,3GB 16276758894477312,"1440x900 96,96 32","AMD Radeon HD 6800 Series, PCI\VEN_1002&DEV_6739&SUBSYS_174B174B&REV_00\4&17AAC625&0&0010",Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
545065,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz,4GB 1921155072,"1280x768 96,96 32","Intel(R) HD Graphics, PCI\VEN_8086&DEV_0102&SUBSYS_307017AA&REV_09\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.15063  Build 15063
698467,Intel(R) Core(TM) i5-7300HQ CPU @ 2.50GHz,8GB,1920x1080,Intel(R) HD Graphics 630,Microsoft Windows 10 家庭中文版,10.0.14393  Build 14393
15786,Intel(R) Core(TM) i5-3230M CPU @ 2.60GHz,4GB,1366x768,Intel(R) HD Graphics 4000,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
651294,Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,8GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 Pro,10.0.15063  Build 15063
24240,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Xeon(R) CPU E3-1226 v3 @ 3.30GHz,16GB 4293918720,"1920x1080 96,96 32","NVIDIA Quadro K2200, PCI\VEN_10DE&DEV_13BA&SUBSYS_109710DE&REV_A2\4&29C49EF7&0&0008",Microsoft Windows 10 Pro,10.0.15063  Build 15063
95568,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4710HQ CPU @ 2.50GHz,8GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics 4600, PCI\VEN_8086&DEV_0416&SUBSYS_397817AA&REV_06\3&11583659&0&10",Microsoft Windows 10 Home Single Language,10.0.16299  Build 16299
66597,Intel64 Family 6 Model 30 Stepping 5 Intel(R) Core(TM) i5 CPU         750  @ 2.67GHz,8GB 1073741824,"1920x1080 96,96 32, 1920x1080 96,96 32","NVIDIA Quadro 600, PCI\VEN_10DE&DEV_0DF8&SUBSYS_083510DE&REV_A1\4&113C73B2&0&0018, \\.\DISPLAY1",Microsoft Windows 7 Максимальная ,6.1.7601 Service Pack 1 Build 7601
733722,Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,8GB,1920x1080,NVIDIA GeForce GT 730,Microsoft Windows 10 Pro,10.0.10586  Build 10586
406204,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz,8GB 2147483648,"1920x1080 96,96 32, 1920x1080 96,96 32","NVIDIA GeForce GTX 960, PCI\VEN_10DE&DEV_1401&SUBSYS_137619DA&REV_A1\4&63638AD&0&0008, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.15063  Build 15063
200035,Intel(R) Core(TM) i7-6500U CPU @ 2.50GHz,8GB,1920x1080,Microsoft Temel Görüntü Bağdaştırıcısı,Microsoft Windows 10 Pro,10.0.14393  Build 14393
818195,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,4GB,1600x900,Intel(R) HD Graphics 4400,Microsoft Windows 10 專業版,10.0.10586  Build 10586
728878,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB 4293918720,"1920x1080 96,96 32","NVIDIA GeForce GTX 970, PCI\VEN_10DE&DEV_13C2&SUBSYS_136619DA&REV_A1\4&3834D97&0&0008",Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
520242,Intel(R) Core(TM) i5-4200U CPU @ 1.60GHz,8GB,3200x1800,Intel(R) HD Graphics Family,Microsoft Windows 10 Pro,10.0.14393  Build 14393
198034,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,16GB,2560x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 Pro,10.0.14393  Build 14393
481772,Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,16GB,1280x1024,AMD RadeonT R7 450,Microsoft Windows 10 Pro,10.0.15063  Build 15063
426870,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Pentium(R) CPU G4560 @ 3.50GHz,8GB 1073741824,"1680x1050 96,96 32, 1920x1080 96,96 32","Intel(R) HD Graphics 610, PCI\VEN_8086&DEV_5902&SUBSYS_59021849&REV_04\3&11583659&0&10, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.15063  Build 15063
288318,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,8GB 4293918720,"1920x1080 96,96 32, 1920x1080 96,96 32","NVIDIA GeForce GTX 1050 Ti, PCI\VEN_10DE&DEV_1C82&SUBSYS_A45419DA&REV_A1\4&29375E47&0&0008, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.15063  Build 15063
383404,Intel(R) Core(TM) i7-4510U CPU @ 2.00GHz,8GB,1366x768,Intel(R) HD Graphics Family,Microsoft Windows 10 Home,10.0.10586  Build 10586
566725,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,4GB 4293918720,"1920x1080 96,96 32","NVIDIA GeForce GT 730, PCI\VEN_10DE&DEV_1287&SUBSYS_292A1462&REV_A1\4&1BA36079&0&0008",Microsoft Windows 10 Home Single Language,10.0.14393  Build 14393
298968,Intel(R) Core(TM) i7-4900MQ CPU @ 2.80GHz,16GB,1920x1080,Intel(R) HD Graphics 4600,Microsoft Windows 10 Pro,10.0.14393  Build 14393
76142,x64 Family 6 Model 23 Stepping 10 Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz,3GB 1490890752,"1280x1024 96,96 32","Intel(R) G41 Express Chipset (Microsoft Corporation - WDDM 1.1), PCI\VEN_8086&DEV_2E32&SUBSYS_04001028&REV_03\3&172E68DD&0&10",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
654408,Intel(R) Core(TM) i3-3217U CPU @ 1.80GHz,2GB,1366x768,Intel(R) HD Graphics 4000,Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
266852,Intel(R) Core(TM) i7-5500U CPU @ 2.40GHz,8GB,1366x768,Intel(R) HD Graphics 5500,Microsoft Windows 10 Pro,10.0.16299  Build 16299
749649,Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz,8GB,1440x900,AMD Radeon HD 5450,Майкрософт Windows 10 Pro,10.0.15063  Build 15063
270867,Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,12GB,1366x768,Intel(R) HD Graphics 620,Microsoft Windows 10 Home,10.0.15063  Build 15063
338630,Intel(R) Core(TM) i5-3230M CPU @ 2.60GHz,6GB,1920x1080,Intel(R) HD Graphics 4000,Microsoft Windows 8,6.2.9200  Build 9200
788309,"AMD64 Family 21 Model 56 Stepping 1 AMD A10-7870K Radeon R7, 12 Compute Cores 4C+8G",7GB 1073741824,"1280x1024 96,96 32, 1280x1024 96,96 32","AMD Radeon(TM) R7 Graphics, PCI\VEN_1002&DEV_130F&SUBSYS_D0001458&REV_D4\3&11583659&0&08, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.15063  Build 15063
63278,Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,2GB,1920x1080,AMD Radeon R7 200 Series,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
97838,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz,8GB 1073741824,"1920x1080 120,120 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_191B&SUBSYS_1C5D1043&REV_06\3&11583659&1&10",Microsoft Windows 10 Famille,10.0.14393  Build 14393
636579,Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz,8GB,1920x1080,NVIDIA GeForce GT 730,Microsoft Windows 10 专业版,10.0.16299  Build 16299
338995,Intel(R) Xeon(R) CPU E5-1620 v3 @ 3.50GHz,32GB,1920x1200,NVIDIA Quadro M4000,Microsoft Windows 10 Pro,10.0.14393  Build 14393
